location_id,provider_id,hospital_name,city,state,latitude,longitude,beds,trauma_level,total_staff,website
11017,21017,Hospital Regional Clinic,Atlanta,MA,36.532503,-105.14798,297.0,Level 3,1695.0,www.hospital11017.com
11018,21018,Hospital St. Mary Care Center,Miami,IL,32.009979,-98.827801,,Level 2,,www.hospital11018.com
11019,21019,Hospital Community Clinic,Los Angeles,GA,34.871264,-99.44284,44.0,Level 2,,
11020,21020,Hospital Memorial Care Center,Phoenix,MA,42.869325,-100.656291,,Level 3,,www.hospital11020.com
11021,21021,Hospital Grace Health System,Chicago,PA,33.140503,-93.395942,296.0,Level 3,283.0,www.hospital11021.com
11022,21022,Hospital Unity Medical Center,Los Angeles,WA,40.611537,-81.068428,232.0,Level 3,1097.0,
11023,21023,Hospital Central Health System,Phoenix,NY,30.75262,-87.450913,,Level 3,1681.0,www.hospital11023.com
11024,21024,Hospital Grace Medical Center,Miami,GA,32.103939,-90.644488,60.0,Level 3,1318.0,www.hospital11024.com
11025,21025,Hospital Central Health System,Philadelphia,CA,36.624117,-81.494725,353.0,,,
11026,21026,Hospital Community Care Center,Dallas,CA,35.111261,-98.094323,241.0,Level 3,,www.hospital11026.com
11027,21027,Hospital General Hospital,Miami,CA,44.715765,-83.724609,268.0,Level 1,843.0,www.hospital11027.com
11028,21028,Hospital General Health System,Boston,PA,43.361139,-105.554621,328.0,Level 3,374.0,www.hospital11028.com
11029,21029,Hospital General Clinic,Boston,AZ,35.537836,-116.606443,347.0,Level 1,1349.0,www.hospital11029.com
11030,21030,Hospital Community Medical Center,Atlanta,CA,40.730926,-81.445848,88.0,Level 1,569.0,www.hospital11030.com
11031,21031,Hospital General Care Center,Seattle,GA,34.336165,-87.509696,464.0,Level 3,771.0,
11032,21032,Hospital Central Health System,Dallas,GA,44.125744,-77.343907,494.0,Level 1,430.0,www.hospital11032.com
11033,21033,Hospital Unity Health System,Dallas,PA,41.24432,-114.207594,42.0,Level 1,1947.0,www.hospital11033.com
11034,21034,Hospital St. Mary Care Center,Phoenix,TX,37.596982,-85.390622,316.0,Level 3,1335.0,www.hospital11034.com
11035,21035,Hospital General Care Center,Seattle,MA,41.875713,-105.131916,285.0,Level 1,757.0,www.hospital11035.com
11036,21036,Hospital Unity Care Center,Seattle,MA,34.807248,-96.042407,325.0,Level 2,1422.0,www.hospital11036.com
11037,21037,Hospital Memorial Care Center,Houston,TX,37.693855,-94.817521,,Level 3,830.0,www.hospital11037.com
11038,21038,Hospital Central Clinic,Los Angeles,AZ,42.567781,-77.141477,,Level 2,1692.0,www.hospital11038.com
11039,21039,Hospital Mercy Clinic,Los Angeles,AZ,40.228637,-117.117163,332.0,,1966.0,www.hospital11039.com
11040,21040,Hospital Central Hospital,Miami,WA,35.713769,-84.553846,240.0,Level 1,1732.0,www.hospital11040.com
11041,21041,Hospital St. Mary Clinic,Phoenix,CA,30.221466,-115.204275,,Level 1,1483.0,
11042,21042,Hospital St. Mary Hospital,Seattle,IL,35.532522,-117.893911,104.0,Level 3,610.0,www.hospital11042.com
11043,21043,Hospital St. Mary Health System,Houston,IL,41.072862,-80.667976,,,453.0,www.hospital11043.com
11044,21044,Hospital Regional Clinic,Miami,AZ,41.615121,-78.544294,201.0,Level 3,,
11045,21045,Hospital Regional Medical Center,Seattle,IL,37.46911,-84.112575,26.0,,1032.0,
11046,21046,Hospital General Care Center,Miami,TX,36.651293,-75.69147,408.0,Level 1,1692.0,www.hospital11046.com
11047,21047,Hospital Grace Medical Center,Atlanta,GA,31.429183,-97.103751,227.0,Level 2,1821.0,www.hospital11047.com
11048,21048,Hospital Regional Medical Center,Los Angeles,GA,30.689362,-99.454797,70.0,,884.0,www.hospital11048.com
11049,21049,Hospital Regional Health System,Boston,CA,33.874744,-78.433277,336.0,Level 2,,www.hospital11049.com
11050,21050,Hospital General Hospital,Philadelphia,MA,30.430023,-90.073172,177.0,Level 1,1098.0,
11051,21051,Hospital Hope Hospital,Phoenix,AZ,44.818892,-86.174977,443.0,Level 3,901.0,www.hospital11051.com
11052,21052,Hospital Unity Care Center,Philadelphia,NY,34.623443,-75.6369,495.0,Level 2,289.0,www.hospital11052.com
11053,21053,Hospital Unity Clinic,Boston,NY,33.05184,-109.981122,83.0,,1268.0,
11054,21054,Hospital Mercy Care Center,Atlanta,WA,38.615335,-79.418106,107.0,Level 3,509.0,www.hospital11054.com
11055,21055,Hospital Grace Clinic,Boston,NY,39.975541,-92.256875,438.0,Level 2,120.0,www.hospital11055.com
11056,21056,Hospital St. Mary Care Center,Phoenix,FL,33.431732,-78.003626,38.0,Level 3,,www.hospital11056.com
11057,21057,Hospital Mercy Clinic,Dallas,FL,44.229858,-108.574335,329.0,Level 3,1348.0,www.hospital11057.com
11058,21058,Hospital Memorial Medical Center,Los Angeles,PA,30.965169,-81.330376,328.0,Level 2,71.0,www.hospital11058.com
11059,21059,Hospital Regional Clinic,Boston,IL,42.711587,-91.32543,281.0,Level 1,1178.0,www.hospital11059.com
11060,21060,Hospital Grace Clinic,Philadelphia,FL,30.25069,-91.606849,459.0,Level 2,1540.0,
11061,21061,Hospital Memorial Medical Center,Chicago,MA,34.847188,-111.833458,245.0,Level 2,294.0,
11062,21062,Hospital Hope Hospital,Los Angeles,FL,33.129712,-83.571036,218.0,Level 1,1675.0,www.hospital11062.com
11063,21063,Hospital Regional Clinic,Los Angeles,GA,36.423575,-91.094006,354.0,Level 2,863.0,www.hospital11063.com
11064,21064,Hospital Unity Medical Center,Houston,WA,36.662562,-88.08759,420.0,,221.0,www.hospital11064.com
11065,21065,Hospital Grace Health System,Atlanta,PA,32.024651,-99.122959,405.0,Level 2,,www.hospital11065.com
11066,21066,Hospital Hope Care Center,Los Angeles,IL,41.095377,-94.164243,,Level 2,948.0,
11067,21067,Hospital Mercy Care Center,Chicago,WA,31.93203,-90.077281,,Level 1,,www.hospital11067.com
11068,21068,Hospital Grace Care Center,Atlanta,AZ,43.761427,-89.614803,281.0,Level 2,755.0,www.hospital11068.com
11069,21069,Hospital Unity Health System,Miami,AZ,41.030693,-106.893559,399.0,Level 3,,www.hospital11069.com
11070,21070,Hospital Memorial Hospital,Chicago,MA,37.862921,-116.936186,285.0,Level 2,1418.0,www.hospital11070.com
11071,21071,Hospital Hope Health System,Los Angeles,MA,42.298085,-109.644816,397.0,Level 3,1688.0,www.hospital11071.com
11072,21072,Hospital Memorial Medical Center,Los Angeles,WA,41.358998,-101.073558,79.0,Level 3,60.0,www.hospital11072.com
11073,21073,Hospital Hope Medical Center,Philadelphia,NY,41.824136,-100.511044,129.0,,129.0,www.hospital11073.com
11074,21074,Hospital Unity Health System,Boston,PA,33.077716,-84.66275,419.0,Level 1,1565.0,www.hospital11074.com
11075,21075,Hospital Community Hospital,Houston,IL,41.259652,-78.928818,170.0,Level 2,453.0,www.hospital11075.com
11076,21076,Hospital St. Mary Care Center,Miami,WA,42.219759,-98.220442,343.0,,1035.0,
11077,21077,Hospital Hope Health System,Los Angeles,IL,44.6869,-114.684442,199.0,Level 2,873.0,www.hospital11077.com
11078,21078,Hospital Regional Hospital,Miami,PA,34.121996,-95.344074,328.0,Level 3,1765.0,www.hospital11078.com
11079,21079,Hospital General Hospital,Los Angeles,PA,35.155625,-84.414944,219.0,Level 3,476.0,
11080,21080,Hospital St. Mary Hospital,Philadelphia,PA,33.676731,-119.930273,152.0,,889.0,www.hospital11080.com
11081,21081,Hospital General Care Center,Phoenix,PA,42.77064,-87.877682,477.0,Level 2,1134.0,www.hospital11081.com
11082,21082,Hospital General Health System,Miami,GA,39.238795,-106.625056,237.0,Level 1,800.0,www.hospital11082.com
11083,21083,Hospital St. Mary Health System,Houston,AZ,37.418668,-114.804605,289.0,Level 1,1217.0,www.hospital11083.com
11084,21084,Hospital Grace Clinic,Phoenix,IL,30.019992,-118.049219,72.0,Level 2,305.0,www.hospital11084.com
11085,21085,Hospital Community Health System,Chicago,WA,44.616929,-75.100416,370.0,Level 1,1483.0,www.hospital11085.com
11086,21086,Hospital Hope Clinic,Chicago,NY,33.024489,-93.82771,459.0,Level 2,677.0,www.hospital11086.com
11087,21087,Hospital Community Clinic,Philadelphia,CA,38.942716,-96.086064,317.0,Level 1,154.0,www.hospital11087.com
11088,21088,Hospital St. Mary Medical Center,Philadelphia,CA,35.977773,-115.659223,264.0,Level 1,271.0,www.hospital11088.com
11089,21089,Hospital St. Mary Hospital,Atlanta,CA,42.996909,-113.884014,464.0,,742.0,www.hospital11089.com
11090,21090,Hospital Unity Care Center,Chicago,TX,36.68382,-80.814475,381.0,,1997.0,www.hospital11090.com
11091,21091,Hospital Grace Clinic,Seattle,NY,37.366231,-109.092244,114.0,Level 1,1551.0,www.hospital11091.com
11092,21092,Hospital Community Health System,Dallas,CA,41.591943,-112.011337,398.0,Level 3,,
11093,21093,Hospital Mercy Clinic,Miami,NY,44.964437,-103.046054,307.0,Level 3,,www.hospital11093.com
11094,21094,Hospital Grace Clinic,Boston,PA,41.237472,-100.243993,158.0,Level 3,226.0,www.hospital11094.com
11095,21095,Hospital Community Care Center,Boston,WA,43.165498,-93.771932,374.0,Level 1,66.0,www.hospital11095.com
11096,21096,Hospital Grace Care Center,Seattle,MA,34.726801,-90.093307,169.0,Level 1,723.0,www.hospital11096.com
11097,21097,Hospital Grace Health System,Miami,GA,38.334049,-106.295836,450.0,Level 2,1271.0,
11098,21098,Hospital General Clinic,Boston,TX,42.943978,-110.457599,469.0,Level 3,1916.0,www.hospital11098.com
11099,21099,Hospital Memorial Clinic,Phoenix,IL,39.298086,-109.118517,325.0,Level 1,1189.0,www.hospital11099.com
11100,21100,Hospital Central Clinic,Atlanta,MA,40.938328,-76.970117,496.0,Level 2,,www.hospital11100.com
11101,21101,Hospital St. Mary Health System,Philadelphia,PA,33.750522,-99.348727,39.0,Level 2,188.0,www.hospital11101.com
11102,21102,Hospital Central Medical Center,Chicago,PA,30.692574,-112.712786,222.0,Level 1,418.0,www.hospital11102.com
11103,21103,Hospital St. Mary Clinic,Atlanta,AZ,43.680702,-98.614736,445.0,,689.0,www.hospital11103.com
11104,21104,Hospital Memorial Health System,Los Angeles,AZ,35.939999,-113.600359,105.0,Level 2,945.0,
11105,21105,Hospital Central Hospital,Atlanta,CA,44.425461,-105.075378,352.0,Level 3,475.0,www.hospital11105.com
11106,21106,Hospital Grace Hospital,Phoenix,GA,33.197819,-114.19029,312.0,,126.0,www.hospital11106.com
11107,21107,Hospital St. Mary Care Center,Chicago,PA,43.58881,-88.151174,462.0,,1707.0,www.hospital11107.com
11108,21108,Hospital Unity Health System,Miami,PA,38.946157,-116.077975,168.0,,166.0,www.hospital11108.com
11109,21109,Hospital Hope Clinic,Phoenix,NY,31.73663,-101.64128,103.0,Level 3,247.0,www.hospital11109.com
11110,21110,Hospital Hope Hospital,Dallas,NY,43.072334,-119.581628,499.0,Level 3,510.0,
11111,21111,Hospital Grace Clinic,Seattle,FL,39.21752,-87.15055,,Level 2,1538.0,www.hospital11111.com
11112,21112,Hospital General Medical Center,Seattle,PA,37.982958,-85.850621,145.0,Level 1,1575.0,www.hospital11112.com
11113,21113,Hospital Hope Health System,Seattle,IL,44.431356,-103.52072,473.0,,245.0,www.hospital11113.com
11114,21114,Hospital Regional Care Center,Atlanta,TX,33.453733,-95.46261,240.0,Level 3,319.0,www.hospital11114.com
11115,21115,Hospital Unity Hospital,Seattle,CA,42.336581,-77.956265,354.0,Level 3,,www.hospital11115.com
11116,21116,Hospital Central Hospital,Boston,PA,37.08669,-89.177172,41.0,,707.0,
11117,21117,Hospital St. Mary Health System,Seattle,IL,36.356975,-102.99128,150.0,Level 1,1471.0,www.hospital11117.com
11118,21118,Hospital Hope Clinic,Miami,FL,42.204368,-90.522496,202.0,,417.0,www.hospital11118.com
11119,21119,Hospital St. Mary Hospital,Boston,FL,33.316482,-95.406667,,Level 1,1768.0,
11120,21120,Hospital Central Health System,Miami,FL,30.147882,-78.14723,368.0,Level 3,643.0,www.hospital11120.com
11121,21121,Hospital General Hospital,Phoenix,CA,43.27054,-84.890466,25.0,Level 2,1226.0,www.hospital11121.com
11122,21122,Hospital Mercy Hospital,Los Angeles,TX,39.630411,-87.317869,146.0,Level 2,474.0,www.hospital11122.com
11123,21123,Hospital Grace Clinic,Dallas,IL,44.633504,-104.199086,,Level 2,539.0,www.hospital11123.com
11124,21124,Hospital Memorial Clinic,Dallas,FL,39.020984,-82.479831,34.0,Level 1,1716.0,www.hospital11124.com
11125,21125,Hospital Community Hospital,Los Angeles,PA,38.135278,-118.684269,331.0,,1132.0,www.hospital11125.com
11126,21126,Hospital General Health System,Miami,CA,33.860703,-89.388472,139.0,Level 1,795.0,www.hospital11126.com
11127,21127,Hospital Hope Health System,Atlanta,MA,36.780152,-81.942165,346.0,Level 2,1505.0,www.hospital11127.com
11128,21128,Hospital Mercy Care Center,Phoenix,PA,37.534912,-75.775259,389.0,Level 3,560.0,
11129,21129,Hospital Mercy Care Center,Boston,CA,30.638382,-119.258518,,Level 3,903.0,www.hospital11129.com
11130,21130,Hospital Central Care Center,Phoenix,CA,38.781009,-109.970288,321.0,Level 1,1310.0,www.hospital11130.com
11131,21131,Hospital Unity Health System,Philadelphia,AZ,40.186345,-97.019599,,Level 2,1499.0,www.hospital11131.com
11132,21132,Hospital Community Clinic,Miami,AZ,37.600199,-90.61787,23.0,,,
11133,21133,Hospital Unity Hospital,Los Angeles,NY,36.784577,-113.776077,348.0,Level 3,,www.hospital11133.com
11134,21134,Hospital Community Health System,Boston,CA,36.066124,-103.882462,45.0,,971.0,www.hospital11134.com
11135,21135,Hospital Community Health System,Philadelphia,CA,38.597799,-87.299755,,Level 2,886.0,
11136,21136,Hospital Memorial Health System,Dallas,MA,37.006684,-95.948914,484.0,Level 1,1475.0,
11137,21137,Hospital Community Medical Center,Phoenix,MA,42.285576,-78.172679,75.0,Level 3,989.0,www.hospital11137.com
11138,21138,Hospital Community Care Center,Philadelphia,PA,30.696303,-114.940273,,Level 3,531.0,www.hospital11138.com
11139,21139,Hospital General Clinic,Philadelphia,MA,39.886353,-82.476033,340.0,,988.0,www.hospital11139.com
11140,21140,Hospital Hope Care Center,Seattle,GA,44.78551,-119.372208,269.0,,963.0,www.hospital11140.com
11141,21141,Hospital Hope Hospital,Houston,FL,36.612069,-90.664421,228.0,Level 3,954.0,www.hospital11141.com
11142,21142,Hospital Hope Hospital,Seattle,FL,35.459538,-90.146668,273.0,,753.0,www.hospital11142.com
11143,21143,Hospital Community Health System,Seattle,FL,40.866917,-85.728394,164.0,,346.0,www.hospital11143.com
11144,21144,Hospital Hope Clinic,Boston,CA,31.802986,-81.377527,148.0,,,www.hospital11144.com
11145,21145,Hospital Community Hospital,Miami,IL,37.761011,-92.574276,315.0,,1932.0,www.hospital11145.com
11146,21146,Hospital Hope Health System,Phoenix,IL,30.14397,-106.060156,24.0,Level 3,1123.0,www.hospital11146.com
11147,21147,Hospital Unity Health System,Atlanta,GA,41.384701,-93.243842,256.0,Level 2,345.0,www.hospital11147.com
11148,21148,Hospital St. Mary Care Center,Atlanta,AZ,36.051413,-88.554473,51.0,Level 3,,www.hospital11148.com
11149,21149,Hospital Mercy Hospital,Los Angeles,AZ,32.348573,-101.142961,390.0,,1127.0,
11150,21150,Hospital Regional Hospital,Phoenix,CA,37.874866,-96.19208,,Level 2,,www.hospital11150.com
11151,21151,Hospital St. Mary Care Center,Boston,PA,32.679277,-79.39706,372.0,Level 2,1229.0,www.hospital11151.com
11152,21152,Hospital Central Care Center,Atlanta,GA,37.41524,-109.79983,271.0,Level 3,636.0,www.hospital11152.com
11153,21153,Hospital Unity Hospital,Chicago,NY,40.234976,-88.374217,58.0,Level 1,238.0,
11154,21154,Hospital Hope Clinic,Boston,NY,43.235976,-94.944339,84.0,Level 2,,www.hospital11154.com
11155,21155,Hospital Memorial Care Center,Seattle,NY,41.178646,-103.248265,427.0,,916.0,www.hospital11155.com
11156,21156,Hospital Mercy Care Center,Phoenix,FL,35.841635,-110.367532,147.0,Level 1,1935.0,www.hospital11156.com
11157,21157,Hospital Hope Health System,Boston,MA,31.915494,-94.748935,32.0,Level 1,1148.0,
11158,21158,Hospital General Hospital,Phoenix,FL,31.118553,-104.822449,298.0,Level 2,1727.0,www.hospital11158.com
11159,21159,Hospital Regional Medical Center,Philadelphia,PA,30.440215,-86.495685,433.0,Level 3,1153.0,www.hospital11159.com
11160,21160,Hospital St. Mary Care Center,Houston,WA,30.319227,-87.48784,314.0,Level 3,790.0,
11161,21161,Hospital Grace Hospital,Philadelphia,CA,40.619493,-101.123698,328.0,Level 2,546.0,www.hospital11161.com
11162,21162,Hospital St. Mary Hospital,Houston,AZ,33.414761,-93.811398,450.0,Level 1,110.0,
11163,21163,Hospital General Clinic,Seattle,NY,43.897487,-88.880422,303.0,Level 2,,www.hospital11163.com
11164,21164,Hospital St. Mary Clinic,Atlanta,NY,35.396244,-119.574341,279.0,,1305.0,www.hospital11164.com
11165,21165,Hospital Central Health System,Seattle,NY,44.47863,-91.262772,382.0,Level 1,1656.0,
11166,21166,Hospital Mercy Health System,Seattle,TX,42.861157,-89.610815,291.0,Level 2,1013.0,www.hospital11166.com
11167,21167,Hospital Memorial Health System,Houston,AZ,41.645771,-106.02666,137.0,,1353.0,www.hospital11167.com
11168,21168,Hospital Unity Health System,Phoenix,CA,36.629598,-116.112461,269.0,,484.0,www.hospital11168.com
11169,21169,Hospital Central Clinic,Philadelphia,AZ,36.595762,-79.049517,380.0,Level 3,978.0,www.hospital11169.com
11170,21170,Hospital Hope Hospital,Los Angeles,WA,40.656405,-99.899266,352.0,Level 2,722.0,www.hospital11170.com
11171,21171,Hospital Regional Medical Center,Miami,CA,39.194764,-104.463471,477.0,Level 1,1628.0,www.hospital11171.com
11172,21172,Hospital Memorial Medical Center,Dallas,AZ,42.170412,-92.293828,144.0,,781.0,
11173,21173,Hospital St. Mary Health System,Dallas,TX,31.585864,-89.336842,178.0,Level 2,1973.0,www.hospital11173.com
11174,21174,Hospital Community Care Center,Philadelphia,PA,32.825196,-88.475314,76.0,Level 1,1894.0,www.hospital11174.com
11175,21175,Hospital Unity Health System,Philadelphia,AZ,35.515781,-111.652623,177.0,Level 2,,www.hospital11175.com
11176,21176,Hospital Unity Medical Center,Dallas,GA,36.214862,-83.650098,412.0,Level 1,1677.0,
11177,21177,Hospital Regional Care Center,Houston,IL,42.818782,-98.082797,26.0,,971.0,www.hospital11177.com
11178,21178,Hospital Memorial Care Center,Atlanta,CA,36.512761,-109.329137,78.0,Level 2,414.0,www.hospital11178.com
11179,21179,Hospital St. Mary Medical Center,Chicago,TX,44.251361,-93.70639,238.0,,1852.0,www.hospital11179.com
11180,21180,Hospital Regional Health System,Seattle,TX,42.746782,-85.163234,236.0,Level 3,345.0,
11181,21181,Hospital General Hospital,Miami,GA,30.220181,-76.953003,164.0,,,www.hospital11181.com
11182,21182,Hospital General Hospital,Chicago,GA,31.302116,-104.586704,253.0,,1190.0,
11183,21183,Hospital Grace Health System,Miami,AZ,39.133476,-85.610036,39.0,Level 1,,
11184,21184,Hospital Unity Health System,Boston,WA,39.627227,-85.295045,477.0,Level 2,1646.0,www.hospital11184.com
11185,21185,Hospital Mercy Care Center,Chicago,NY,33.691244,-95.898602,231.0,Level 3,321.0,
11186,21186,Hospital Unity Hospital,Miami,AZ,43.809807,-80.656585,341.0,Level 2,1822.0,www.hospital11186.com
11187,21187,Hospital Central Care Center,Atlanta,MA,35.062514,-75.346505,253.0,,,
11188,21188,Hospital Central Clinic,Houston,NY,41.575397,-91.971207,370.0,,1652.0,www.hospital11188.com
11189,21189,Hospital St. Mary Care Center,Seattle,PA,34.132952,-116.709933,122.0,Level 1,1538.0,www.hospital11189.com
11190,21190,Hospital Unity Medical Center,Chicago,CA,34.677668,-81.278616,97.0,Level 3,1732.0,
11191,21191,Hospital Hope Care Center,Atlanta,WA,37.097812,-77.042238,110.0,,1891.0,www.hospital11191.com
11192,21192,Hospital Memorial Medical Center,Houston,TX,43.153494,-77.919406,193.0,Level 1,278.0,www.hospital11192.com
11193,21193,Hospital Community Health System,Chicago,FL,32.614763,-83.968606,424.0,Level 3,,www.hospital11193.com
11194,21194,Hospital Mercy Health System,Philadelphia,FL,37.226229,-102.652465,466.0,,1007.0,www.hospital11194.com
11195,21195,Hospital Memorial Health System,Seattle,FL,42.419272,-82.57326,392.0,Level 2,,www.hospital11195.com
11196,21196,Hospital Central Clinic,Dallas,CA,37.476414,-104.33926,284.0,Level 3,147.0,www.hospital11196.com
11197,21197,Hospital Unity Hospital,Houston,MA,39.571828,-87.534655,381.0,,577.0,www.hospital11197.com
11198,21198,Hospital General Medical Center,Miami,WA,42.743496,-111.149754,,Level 2,1017.0,www.hospital11198.com
11199,21199,Hospital Memorial Care Center,Houston,GA,30.676384,-94.359575,,Level 3,1245.0,www.hospital11199.com
11200,21200,Hospital Mercy Health System,Atlanta,TX,43.372454,-119.81719,63.0,Level 2,,
11201,21201,Hospital St. Mary Hospital,Phoenix,PA,43.345008,-104.625744,,Level 2,,www.hospital11201.com
11202,21202,Hospital Community Hospital,Chicago,CA,37.921998,-99.098172,115.0,Level 3,1351.0,www.hospital11202.com
11203,21203,Hospital Memorial Clinic,Los Angeles,WA,41.569155,-98.156204,25.0,Level 2,525.0,www.hospital11203.com
11204,21204,Hospital Regional Hospital,Dallas,FL,36.905623,-95.369392,437.0,Level 2,719.0,
11205,21205,Hospital St. Mary Hospital,Philadelphia,WA,32.008164,-104.19461,419.0,,1511.0,www.hospital11205.com
11206,21206,Hospital Memorial Health System,Seattle,FL,35.669652,-105.712761,254.0,Level 2,1218.0,www.hospital11206.com
11207,21207,Hospital Grace Health System,Chicago,CA,38.273204,-91.141911,140.0,Level 3,,www.hospital11207.com
11208,21208,Hospital Regional Health System,Atlanta,CA,33.646972,-114.310893,201.0,Level 1,,www.hospital11208.com
11209,21209,Hospital Unity Hospital,Atlanta,TX,30.685185,-108.636386,474.0,Level 3,1780.0,
11210,21210,Hospital General Medical Center,Phoenix,MA,44.791971,-91.127482,256.0,,,www.hospital11210.com
11211,21211,Hospital Community Hospital,Philadelphia,GA,44.782782,-75.635104,168.0,Level 2,1994.0,www.hospital11211.com
11212,21212,Hospital Grace Care Center,Houston,NY,37.546525,-77.4284,347.0,Level 1,747.0,www.hospital11212.com
11213,21213,Hospital Unity Care Center,Philadelphia,AZ,44.210289,-103.229252,312.0,Level 1,136.0,www.hospital11213.com
11214,21214,Hospital Unity Care Center,Philadelphia,CA,40.664878,-98.071827,169.0,Level 3,487.0,www.hospital11214.com
11215,21215,Hospital St. Mary Medical Center,Philadelphia,NY,30.034334,-76.507038,105.0,Level 1,1771.0,www.hospital11215.com
11216,21216,Hospital Mercy Health System,Miami,NY,38.81444,-94.259594,151.0,Level 3,524.0,
11217,21217,Hospital Regional Care Center,Houston,CA,41.292692,-97.122402,,Level 1,1691.0,www.hospital11217.com
11218,21218,Hospital Community Clinic,Chicago,MA,34.484163,-81.823199,151.0,Level 2,159.0,
11219,21219,Hospital Hope Medical Center,Philadelphia,AZ,39.803287,-109.184756,490.0,,1037.0,www.hospital11219.com
11220,21220,Hospital Regional Medical Center,Chicago,MA,43.334277,-85.708527,419.0,,176.0,www.hospital11220.com
11221,21221,Hospital Grace Clinic,Dallas,WA,40.956819,-117.197718,61.0,Level 1,298.0,www.hospital11221.com
11222,21222,Hospital Community Medical Center,Miami,CA,40.091573,-89.458041,212.0,Level 3,1178.0,
11223,21223,Hospital Grace Health System,Chicago,NY,41.775582,-91.96305,420.0,Level 2,428.0,
11224,21224,Hospital Memorial Medical Center,Boston,CA,42.170766,-101.341117,249.0,Level 1,1033.0,www.hospital11224.com
11225,21225,Hospital Community Hospital,Miami,WA,34.598793,-86.886496,378.0,Level 1,1027.0,www.hospital11225.com
11226,21226,Hospital Central Medical Center,Atlanta,FL,40.711064,-106.99133,22.0,,330.0,www.hospital11226.com
11227,21227,Hospital Regional Hospital,Houston,AZ,40.24212,-83.022512,49.0,Level 2,1366.0,www.hospital11227.com
11228,21228,Hospital Mercy Health System,Houston,FL,41.632772,-105.252795,281.0,,,www.hospital11228.com
11229,21229,Hospital St. Mary Hospital,Dallas,NY,33.590698,-79.093794,101.0,Level 1,1877.0,www.hospital11229.com
11230,21230,Hospital Regional Care Center,Philadelphia,IL,38.498706,-116.971402,451.0,Level 2,,www.hospital11230.com
11231,21231,Hospital Hope Health System,Seattle,GA,30.402432,-112.96653,373.0,Level 3,582.0,www.hospital11231.com
11232,21232,Hospital Unity Clinic,Dallas,PA,32.340623,-78.594769,173.0,Level 3,497.0,www.hospital11232.com
11233,21233,Hospital Central Hospital,Atlanta,CA,40.156778,-110.313756,197.0,,702.0,www.hospital11233.com
11234,21234,Hospital Grace Health System,Philadelphia,WA,32.245651,-89.179002,23.0,Level 3,1164.0,
11235,21235,Hospital Regional Hospital,Los Angeles,NY,37.910944,-92.621568,367.0,Level 1,1769.0,www.hospital11235.com
11236,21236,Hospital Memorial Hospital,Philadelphia,GA,30.992471,-93.503416,159.0,Level 1,,www.hospital11236.com
11237,21237,Hospital Mercy Hospital,Philadelphia,IL,35.29678,-103.08064,92.0,Level 1,1410.0,www.hospital11237.com
11238,21238,Hospital Hope Hospital,Chicago,GA,32.036622,-79.456814,498.0,,86.0,www.hospital11238.com
11239,21239,Hospital St. Mary Hospital,Houston,NY,34.218049,-100.659778,284.0,Level 2,350.0,www.hospital11239.com
11240,21240,Hospital St. Mary Hospital,Miami,GA,42.68341,-77.029617,418.0,Level 1,1446.0,www.hospital11240.com
11241,21241,Hospital Central Clinic,Los Angeles,AZ,33.26775,-119.506365,373.0,Level 3,1595.0,www.hospital11241.com
11242,21242,Hospital Hope Medical Center,Chicago,IL,44.060023,-96.518994,226.0,Level 2,1820.0,www.hospital11242.com
11243,21243,Hospital Memorial Hospital,Miami,PA,40.192109,-102.275401,,Level 3,,
11244,21244,Hospital St. Mary Hospital,Phoenix,IL,40.525338,-118.126205,245.0,Level 3,1175.0,www.hospital11244.com
11245,21245,Hospital St. Mary Hospital,Seattle,TX,37.925377,-96.770022,462.0,Level 1,1928.0,www.hospital11245.com
11246,21246,Hospital Memorial Health System,Los Angeles,PA,31.291265,-81.797324,139.0,Level 1,1727.0,www.hospital11246.com
11247,21247,Hospital Unity Clinic,Atlanta,IL,34.899359,-84.273506,156.0,Level 1,57.0,www.hospital11247.com
11248,21248,Hospital Grace Medical Center,Los Angeles,NY,37.676475,-117.563107,95.0,Level 3,1423.0,www.hospital11248.com
11249,21249,Hospital General Clinic,Seattle,NY,34.765769,-107.168921,222.0,Level 3,381.0,www.hospital11249.com
11250,21250,Hospital Grace Health System,Dallas,NY,37.362566,-101.998576,,Level 3,,www.hospital11250.com
11251,21251,Hospital St. Mary Clinic,Los Angeles,AZ,35.018256,-116.352771,322.0,Level 1,553.0,
11252,21252,Hospital Unity Hospital,Houston,FL,30.408477,-89.264531,48.0,Level 3,1647.0,www.hospital11252.com
11253,21253,Hospital Grace Care Center,Chicago,FL,32.040079,-87.725291,274.0,Level 1,1386.0,
11254,21254,Hospital Hope Health System,Phoenix,IL,36.886278,-104.935445,301.0,Level 2,1941.0,www.hospital11254.com
11255,21255,Hospital Central Hospital,Atlanta,NY,41.644072,-80.012594,216.0,,,www.hospital11255.com
11256,21256,Hospital St. Mary Hospital,Dallas,FL,32.645975,-113.646266,,,189.0,www.hospital11256.com
11257,21257,Hospital Community Health System,Dallas,NY,43.742312,-108.106925,469.0,Level 3,517.0,www.hospital11257.com
11258,21258,Hospital Memorial Medical Center,Phoenix,FL,38.738135,-116.362294,282.0,,,
11259,21259,Hospital General Hospital,Miami,AZ,40.264132,-102.882073,70.0,Level 1,1205.0,www.hospital11259.com
