provider_id,hospital_name,address,city,state,zip_code,county_name,phone_number,hospital_type,hospital_ownership,emergency_services
19300,Hospital Mercy Hospital,6791 Cedar Lane,Houston,FL,60170,County B,5217372230,Long Term Care,Tribal,
19301,Hospital Unity Care Center,8318 Cedar Lane,Chicago,CA,88860,County B,6922218301,Long Term Care,Government,
19302,Hospital General Clinic,8833 River Rd,Miami,AZ,82205,County C,9399654227,Psychiatric,Proprietary,True
19303,Hospital Grace Clinic,8936 Hill Blvd,Houston,AZ,58640,County C,2774567684,Critical Access,Non-Profit,
19304,Hospital Mercy Hospital,3582 Park Ave,Houston,GA,14338,County E,5188367304,Acute Care,Tribal,True
19305,Hospital Hope Hospital,1556 Cedar Lane,Houston,GA,95595,County A,4829915861,Psychiatric,Non-Profit,False
19306,Hospital Mercy Health System,2747 Park Ave,Los Angeles,FL,16344,County A,3247305118,Psychiatric,Tribal,True
19307,Hospital Community Medical Center,1072 Cedar Lane,Dallas,AZ,13821,County D,3489615243,Rehabilitation,Church,True
19308,Hospital General Hospital,5908 Park Ave,Dallas,WA,70380,County A,6379946927,Rehabilitation,Church,True
19309,Hospital Community Care Center,5092 Hill Blvd,Seattle,AZ,36475,County E,3642983548,Acute Care,Church,
19310,Hospital St. Mary Care Center,7663 Lake Dr,Atlanta,GA,56760,County A,6418928304,Critical Access,Proprietary,
19311,Hospital Grace Hospital,6695 River Rd,Seattle,IL,91144,County B,7507699045,Rehabilitation,Government,
19312,Hospital Central Health System,4854 Lake Dr,Chicago,WA,13183,County B,5559807571,Critical Access,Non-Profit,True
19313,Hospital Memorial Clinic,1380 Main St,Phoenix,TX,13278,County E,5018989122,Acute Care,Tribal,True
19314,Hospital Mercy Care Center,5669 River Rd,Phoenix,PA,71859,County A,7815348082,Critical Access,Church,False
19315,Hospital Regional Clinic,7291 Elm St,Philadelphia,TX,49766,County C,6462800009,Rehabilitation,Government,
19316,Hospital St. Mary Hospital,1187 Main St,Chicago,AZ,16934,County D,7648188068,Psychiatric,Proprietary,
19317,Hospital Memorial Health System,3457 Main St,Houston,AZ,25123,County A,5766567485,Psychiatric,Government,True
19318,Hospital Hope Medical Center,2457 Elm St,Philadelphia,IL,93550,County E,2118200389,Acute Care,Church,True
19319,Hospital St. Mary Medical Center,5515 Cedar Lane,Phoenix,PA,30530,County D,8993165495,Critical Access,Government,False
19320,Hospital Central Clinic,779 River Rd,Chicago,CA,39825,County A,7187423459,Psychiatric,Proprietary,False
19321,Hospital St. Mary Care Center,9078 Cedar Lane,Phoenix,IL,65661,County A,8634506391,Critical Access,Tribal,
19322,Hospital St. Mary Care Center,7495 Lake Dr,Miami,NY,60309,County E,7569631771,Long Term Care,Proprietary,
19323,Hospital Central Care Center,5535 Hill Blvd,Phoenix,GA,59857,County D,3971237425,Critical Access,Church,
19324,Hospital Hope Medical Center,3439 Hill Blvd,Boston,WA,49454,County B,8926444017,Acute Care,Non-Profit,False
19325,Hospital Community Health System,2739 Lake Dr,Seattle,FL,86215,County C,3307950361,Psychiatric,Non-Profit,True
19326,Hospital Hope Hospital,1735 Hill Blvd,Boston,GA,30227,County B,2294877491,Long Term Care,Proprietary,
19327,Hospital St. Mary Clinic,9395 Hill Blvd,Seattle,IL,69543,County E,5285586484,Long Term Care,Government,True
19328,Hospital Community Care Center,5562 Oak Rd,Philadelphia,IL,54635,County C,2834344318,Rehabilitation,Proprietary,True
19329,Hospital Regional Clinic,1761 Oak Rd,Miami,TX,79066,County A,7049357849,Rehabilitation,Tribal,
19330,Hospital Hope Care Center,5762 Cedar Lane,Dallas,PA,32610,County D,3606797367,Psychiatric,Proprietary,False
19331,Hospital Hope Clinic,843 Cedar Lane,Houston,AZ,16047,County A,5944689043,Psychiatric,Non-Profit,True
19332,Hospital Hope Care Center,2376 Main St,Seattle,AZ,64247,County B,6902795161,Long Term Care,Government,True
19333,Hospital Unity Health System,8491 Park Ave,Dallas,CA,41832,County D,9725053605,Critical Access,Church,
19334,Hospital Mercy Care Center,9136 Main St,Miami,MA,60387,County E,5666680146,Psychiatric,Government,
19335,Hospital Hope Clinic,4565 Main St,Dallas,TX,64793,County E,9831634044,Acute Care,Church,False
19336,Hospital General Care Center,9508 Park Ave,Chicago,CA,20397,County E,9476214608,Critical Access,Tribal,
19337,Hospital Community Hospital,5293 Park Ave,Dallas,WA,75116,County E,8169251515,Critical Access,Government,True
19338,Hospital Mercy Health System,5047 Park Ave,Miami,IL,20032,County D,4391357951,Acute Care,Non-Profit,
19339,Hospital Hope Clinic,4881 Main St,Los Angeles,AZ,76446,County B,4982182735,Psychiatric,Government,False
19340,Hospital Hope Hospital,5969 Main St,Philadelphia,FL,68706,County B,3953920765,Rehabilitation,Government,True
19341,Hospital Regional Health System,9248 River Rd,Dallas,GA,77258,County D,7639661174,Acute Care,Non-Profit,True
19342,Hospital Hope Medical Center,333 Park Ave,Miami,FL,84802,County D,2170721862,Psychiatric,Tribal,
19343,Hospital Community Medical Center,4067 Hill Blvd,Miami,WA,44404,County D,5196592359,Long Term Care,Proprietary,True
19344,Hospital Mercy Health System,7951 Hill Blvd,Houston,NY,60230,County E,4346762736,Acute Care,Government,True
19345,Hospital Hope Care Center,2746 Cedar Lane,Seattle,AZ,55429,County D,6536628357,Long Term Care,Proprietary,False
19346,Hospital Memorial Hospital,3690 Cedar Lane,Atlanta,WA,32527,County B,8319728405,Acute Care,Proprietary,
19347,Hospital Memorial Medical Center,4272 Park Ave,Philadelphia,IL,85421,County B,9414911362,Long Term Care,Proprietary,True
19348,Hospital Regional Hospital,3092 Oak Rd,Seattle,WA,87473,County D,5089388883,Rehabilitation,Tribal,True
19349,Hospital Community Hospital,6849 Hill Blvd,Seattle,WA,12685,County E,4618781373,Critical Access,Church,
19350,Hospital Unity Clinic,7509 Oak Rd,Miami,TX,48931,County C,6561868881,Acute Care,Tribal,False
19351,Hospital Hope Care Center,5347 Hill Blvd,Chicago,FL,37737,County B,8669356554,Long Term Care,Non-Profit,False
19352,Hospital St. Mary Clinic,3691 Oak Rd,Houston,NY,65632,County C,8224878255,Psychiatric,Government,
19353,Hospital Hope Medical Center,4775 River Rd,Atlanta,CA,68103,County A,8581446922,Long Term Care,Tribal,
19354,Hospital Mercy Clinic,3571 Cedar Lane,Miami,GA,82870,County D,7886023701,Long Term Care,Tribal,True
19355,Hospital Regional Clinic,314 Hill Blvd,Dallas,TX,27824,County D,9651976678,Rehabilitation,Church,True
19356,Hospital General Clinic,2172 Hill Blvd,Atlanta,NY,17469,County E,2806517874,Rehabilitation,Church,True
19357,Hospital Unity Medical Center,528 Park Ave,Los Angeles,AZ,61924,County A,6327469097,Critical Access,Proprietary,False
19358,Hospital Grace Hospital,7530 Hill Blvd,Atlanta,NY,20965,County D,3578326850,Long Term Care,Proprietary,
19359,Hospital Memorial Health System,4629 Oak Rd,Atlanta,AZ,69085,County C,4555474737,Rehabilitation,Tribal,
19360,Hospital Mercy Hospital,6119 Lake Dr,Seattle,AZ,52328,County E,7865328649,Long Term Care,Church,
19361,Hospital Mercy Care Center,9458 Cedar Lane,Chicago,TX,62744,County C,2050560798,Acute Care,Church,False
19362,Hospital Memorial Health System,8749 River Rd,Seattle,IL,94820,County E,8921901985,Acute Care,Proprietary,False
19363,Hospital Hope Health System,3143 Elm St,Houston,AZ,84952,County A,7654431674,Critical Access,Government,False
19364,Hospital Memorial Care Center,7186 Oak Rd,Phoenix,GA,79349,County D,2523004083,Long Term Care,Church,True
19365,Hospital Regional Care Center,413 Park Ave,Los Angeles,IL,70868,County B,6544807490,Critical Access,Church,False
19366,Hospital St. Mary Health System,9079 Park Ave,Los Angeles,WA,78641,County A,4802552491,Psychiatric,Church,
19367,Hospital St. Mary Health System,2810 Oak Rd,Philadelphia,IL,65005,County C,6960187682,Critical Access,Tribal,
19368,Hospital Unity Medical Center,5124 Cedar Lane,Phoenix,MA,36160,County E,9264859272,Long Term Care,Proprietary,
19369,Hospital Regional Care Center,6486 Park Ave,Dallas,GA,62586,County C,2649997290,Acute Care,Tribal,True
19370,Hospital Hope Clinic,4354 Oak Rd,Boston,IL,67604,County B,7598007845,Rehabilitation,Tribal,True
19371,Hospital Central Medical Center,8896 Main St,Miami,TX,15664,County C,4660511412,Critical Access,Church,
19372,Hospital Mercy Hospital,8098 Main St,Miami,MA,69613,County B,9680770810,Rehabilitation,Tribal,True
19373,Hospital Unity Care Center,2744 Main St,Philadelphia,PA,29638,County A,7611283369,Long Term Care,Church,
19374,Hospital Central Care Center,7768 Main St,Atlanta,TX,50712,County E,2370208058,Psychiatric,Non-Profit,False
19375,Hospital Regional Clinic,7232 Lake Dr,Los Angeles,IL,25439,County D,3554303325,Long Term Care,Government,
19376,Hospital Community Medical Center,5964 Park Ave,Phoenix,TX,34832,County C,6851618655,Long Term Care,Tribal,False
19377,Hospital Mercy Clinic,5312 Park Ave,Houston,CA,95002,County E,7456626551,Acute Care,Church,False
19378,Hospital Hope Clinic,1325 Elm St,Miami,WA,34734,County B,3710519910,Psychiatric,Tribal,
19379,Hospital Central Clinic,5696 Lake Dr,Seattle,WA,49474,County E,4830368821,Acute Care,Government,
19380,Hospital General Hospital,3962 Park Ave,Boston,MA,96852,County A,6408309623,Critical Access,Church,True
19381,Hospital St. Mary Care Center,7306 Main St,Atlanta,WA,43660,County A,2233789753,Acute Care,Non-Profit,True
19382,Hospital Grace Clinic,2316 River Rd,Los Angeles,PA,95049,County B,5498617254,Long Term Care,Proprietary,True
19383,Hospital General Hospital,3439 Lake Dr,Seattle,IL,55022,County E,5399315951,Acute Care,Non-Profit,True
19384,Hospital Memorial Care Center,8273 Elm St,Houston,GA,36334,County A,5630844951,Long Term Care,Government,True
19385,Hospital Central Care Center,127 Cedar Lane,Phoenix,TX,71536,County B,3963585838,Critical Access,Church,
19386,Hospital Central Medical Center,942 Hill Blvd,Miami,WA,64125,County A,5339754958,Long Term Care,Non-Profit,
19387,Hospital Community Hospital,3961 Elm St,Miami,WA,17277,County B,8194168151,Long Term Care,Proprietary,False
19388,Hospital Community Clinic,7941 River Rd,Atlanta,IL,71919,County D,7944927820,Long Term Care,Non-Profit,
19389,Hospital Mercy Hospital,9116 Elm St,Houston,FL,71776,County E,7560166169,Rehabilitation,Government,True
19390,Hospital Memorial Care Center,3050 River Rd,Atlanta,AZ,53154,County C,6944409716,Acute Care,Church,
19391,Hospital Community Care Center,3349 Elm St,Philadelphia,IL,51977,County A,9876127298,Critical Access,Tribal,False
19392,Hospital Community Medical Center,1515 Elm St,Boston,PA,65561,County C,7844828403,Acute Care,Government,True
19393,Hospital St. Mary Hospital,2366 Main St,Phoenix,IL,29478,County D,3805552976,Long Term Care,Non-Profit,False
19394,Hospital Grace Hospital,1981 River Rd,Philadelphia,FL,32587,County D,5893222287,Long Term Care,Non-Profit,True
19395,Hospital St. Mary Medical Center,3875 Lake Dr,Philadelphia,AZ,91698,County B,5438450721,Rehabilitation,Church,
19396,Hospital Mercy Clinic,3821 Main St,Atlanta,IL,33234,County E,9351936490,Rehabilitation,Church,True
19397,Hospital Hope Clinic,221 Lake Dr,Seattle,PA,37388,County A,2596849330,Rehabilitation,Tribal,
19398,Hospital Unity Medical Center,3153 River Rd,Atlanta,GA,72380,County A,3734255679,Long Term Care,Church,True
19399,Hospital St. Mary Medical Center,6371 Cedar Lane,Houston,WA,58093,County E,3861452190,Long Term Care,Church,True
19400,Hospital Unity Care Center,4550 Elm St,Philadelphia,CA,95022,County C,8526012511,Psychiatric,Proprietary,False
19401,Hospital Memorial Medical Center,4219 Park Ave,Los Angeles,TX,32452,County E,4995716680,Rehabilitation,Church,False
19402,Hospital General Hospital,3226 Lake Dr,Phoenix,MA,68245,County D,8808775103,Psychiatric,Non-Profit,
19403,Hospital Hope Health System,1246 Park Ave,Atlanta,CA,72255,County C,8400230273,Rehabilitation,Government,True
19404,Hospital St. Mary Medical Center,5945 Park Ave,Houston,WA,90472,County D,4638164756,Long Term Care,Government,False
19405,Hospital General Clinic,9845 Cedar Lane,Dallas,PA,68291,County D,8786075308,Critical Access,Proprietary,True
19406,Hospital Mercy Medical Center,8343 Lake Dr,Houston,WA,51289,County A,7950866978,Psychiatric,Church,False
19407,Hospital Hope Health System,4862 Hill Blvd,Philadelphia,MA,78843,County B,7224302705,Long Term Care,Church,True
19408,Hospital General Health System,2686 Oak Rd,Philadelphia,NY,77630,County B,4351851979,Critical Access,Church,False
19409,Hospital Hope Medical Center,6854 Cedar Lane,Phoenix,MA,71515,County E,8880212403,Rehabilitation,Proprietary,True
19410,Hospital Central Medical Center,3335 Park Ave,Miami,CA,10872,County C,5162265805,Rehabilitation,Tribal,
19411,Hospital Grace Clinic,6128 Hill Blvd,Seattle,CA,66796,County D,9368443426,Rehabilitation,Non-Profit,False
19412,Hospital Regional Care Center,3577 Main St,Los Angeles,IL,46869,County C,8629149168,Critical Access,Government,True
19413,Hospital Memorial Care Center,9815 Main St,Houston,CA,50707,County C,3771398478,Acute Care,Church,True
19414,Hospital Grace Clinic,3480 Hill Blvd,Boston,WA,89077,County D,5957262488,Rehabilitation,Proprietary,True
19415,Hospital Regional Medical Center,9412 Park Ave,Atlanta,FL,19572,County B,3368870346,Rehabilitation,Non-Profit,False
19416,Hospital Central Hospital,4142 Park Ave,Philadelphia,PA,40458,County A,2714712719,Long Term Care,Non-Profit,True
19417,Hospital Community Health System,5929 Cedar Lane,Miami,AZ,31596,County D,7379957321,Psychiatric,Church,True
19418,Hospital St. Mary Clinic,5713 Lake Dr,Philadelphia,TX,17040,County B,3961006307,Long Term Care,Government,False
19419,Hospital Grace Clinic,6312 Cedar Lane,Atlanta,MA,96145,County C,7714934451,Rehabilitation,Government,False
19420,Hospital Hope Health System,8228 Park Ave,Miami,FL,27665,County C,9935858207,Rehabilitation,Proprietary,False
19421,Hospital Unity Hospital,3494 Cedar Lane,Phoenix,MA,38830,County E,9654651500,Rehabilitation,Government,
19422,Hospital St. Mary Clinic,5115 Cedar Lane,Atlanta,FL,74079,County B,8806119291,Rehabilitation,Non-Profit,
19423,Hospital Regional Clinic,3307 River Rd,Chicago,TX,52095,County C,9106929672,Long Term Care,Non-Profit,True
19424,Hospital Unity Hospital,1467 Hill Blvd,Phoenix,IL,93921,County E,5541890964,Long Term Care,Government,
19425,Hospital Hope Hospital,5421 Oak Rd,Los Angeles,GA,58604,County A,5924563855,Rehabilitation,Government,True
19426,Hospital Central Medical Center,3110 Oak Rd,Boston,NY,78778,County C,6361008604,Psychiatric,Tribal,
19427,Hospital Mercy Medical Center,3582 Oak Rd,Miami,FL,68711,County A,6352799522,Acute Care,Tribal,True
19428,Hospital Grace Clinic,5426 Lake Dr,Los Angeles,IL,61445,County C,7753332282,Acute Care,Proprietary,
19429,Hospital Unity Medical Center,5159 River Rd,Los Angeles,GA,69994,County C,2467870717,Rehabilitation,Church,
19430,Hospital Regional Care Center,3163 Elm St,Phoenix,CA,60613,County C,9831265008,Acute Care,Church,True
19431,Hospital Hope Medical Center,9408 Lake Dr,Houston,MA,11755,County E,6483934887,Critical Access,Church,
19432,Hospital Community Medical Center,4288 Cedar Lane,Seattle,GA,24918,County A,7134885841,Critical Access,Church,True
19433,Hospital Unity Care Center,5921 Elm St,Houston,WA,68529,County B,3536102528,Long Term Care,Tribal,False
19434,Hospital Mercy Health System,7572 River Rd,Phoenix,AZ,32311,County B,7733267319,Psychiatric,Church,
19435,Hospital General Hospital,9107 Lake Dr,Chicago,PA,92165,County B,4638802401,Critical Access,Government,
19436,Hospital Memorial Hospital,3724 River Rd,Houston,TX,19604,County E,9345142120,Acute Care,Non-Profit,True
19437,Hospital Grace Hospital,2988 Park Ave,Miami,IL,90577,County D,5210517267,Long Term Care,Government,True
19438,Hospital General Hospital,8229 Main St,Chicago,FL,81278,County E,9037008117,Critical Access,Government,
19439,Hospital Central Health System,6449 Hill Blvd,Chicago,MA,30122,County C,5998972406,Acute Care,Church,True
19440,Hospital Regional Hospital,206 Cedar Lane,Atlanta,GA,19356,County A,3602433544,Long Term Care,Proprietary,
19441,Hospital Central Clinic,4825 Park Ave,Seattle,TX,84582,County B,9188787120,Critical Access,Government,False
19442,Hospital General Clinic,2453 Lake Dr,Miami,TX,75649,County A,3206375475,Rehabilitation,Proprietary,False
19443,Hospital Mercy Medical Center,1350 River Rd,Boston,CA,36657,County A,7979096904,Psychiatric,Government,False
19444,Hospital Grace Medical Center,4702 Main St,Boston,AZ,90543,County C,4014151582,Critical Access,Church,True
19445,Hospital Memorial Hospital,2648 Hill Blvd,Phoenix,AZ,67184,County D,9849669053,Rehabilitation,Tribal,False
19446,Hospital General Medical Center,4380 Elm St,Chicago,FL,26859,County E,9333795219,Critical Access,Church,True
19447,Hospital Hope Hospital,8341 Lake Dr,Boston,TX,21298,County D,2271364166,Acute Care,Government,False
19448,Hospital St. Mary Clinic,236 Elm St,Seattle,IL,66841,County D,7049880927,Long Term Care,Proprietary,
19449,Hospital General Hospital,5572 Main St,Philadelphia,IL,54647,County D,4966821398,Long Term Care,Proprietary,
19450,Hospital Unity Hospital,1853 Cedar Lane,Phoenix,GA,75464,County D,2286936218,Long Term Care,Non-Profit,True
19451,Hospital Mercy Health System,3324 Oak Rd,Philadelphia,IL,64421,County A,9388057171,Long Term Care,Non-Profit,False
19452,Hospital Regional Clinic,8250 Main St,Houston,WA,76017,County C,9669410136,Acute Care,Church,True
19453,Hospital Grace Care Center,3205 Hill Blvd,Atlanta,IL,77647,County E,7695705550,Long Term Care,Non-Profit,False
19454,Hospital Hope Health System,9457 Park Ave,Chicago,TX,91422,County E,6490753682,Long Term Care,Government,
19455,Hospital Unity Medical Center,4240 Park Ave,Boston,PA,76857,County D,9556502025,Psychiatric,Church,False
19456,Hospital Memorial Hospital,370 River Rd,Chicago,AZ,83263,County A,5366578184,Critical Access,Non-Profit,True
19457,Hospital Grace Medical Center,2154 Cedar Lane,Boston,GA,96535,County D,9203258430,Rehabilitation,Tribal,False
19458,Hospital Mercy Health System,6602 Lake Dr,Atlanta,NY,37533,County C,6345249300,Long Term Care,Church,False
19459,Hospital Community Health System,6873 Hill Blvd,Chicago,MA,99236,County A,6649829276,Acute Care,Non-Profit,
19460,Hospital Hope Medical Center,2838 Elm St,Houston,TX,97768,County D,5268563161,Critical Access,Church,True
19461,Hospital Regional Care Center,2603 Park Ave,Dallas,MA,38901,County B,5122724616,Long Term Care,Church,
19462,Hospital Central Medical Center,3171 Cedar Lane,Phoenix,NY,68635,County A,8534214187,Acute Care,Church,False
19463,Hospital Regional Clinic,4384 River Rd,Los Angeles,PA,57018,County A,2970601059,Long Term Care,Church,True
19464,Hospital Community Care Center,4767 Lake Dr,Philadelphia,AZ,68665,County C,8508721535,Acute Care,Proprietary,True
19465,Hospital St. Mary Medical Center,6449 Elm St,Houston,WA,61838,County C,7341783392,Psychiatric,Tribal,False
19466,Hospital Unity Health System,6951 Elm St,Chicago,FL,91947,County C,4317985142,Acute Care,Tribal,False
19467,Hospital Community Medical Center,7202 Elm St,Atlanta,WA,20357,County B,5646265714,Long Term Care,Non-Profit,
19468,Hospital Memorial Clinic,5109 Cedar Lane,Dallas,GA,24228,County A,2777526423,Acute Care,Tribal,False
19469,Hospital Memorial Health System,7953 Oak Rd,Chicago,IL,78868,County E,8863381903,Long Term Care,Tribal,
19470,Hospital General Clinic,6430 Cedar Lane,Boston,AZ,32557,County C,4185241487,Long Term Care,Church,True
19471,Hospital Grace Care Center,3286 Main St,Boston,MA,92153,County D,9878474717,Rehabilitation,Government,False
19472,Hospital General Hospital,1558 Lake Dr,Los Angeles,TX,20540,County E,2647918512,Rehabilitation,Church,False
19473,Hospital Grace Clinic,3477 Lake Dr,Miami,FL,98924,County A,5836308685,Acute Care,Non-Profit,False
19474,Hospital Mercy Hospital,2272 Elm St,Houston,MA,10926,County A,5203965570,Long Term Care,Non-Profit,
19475,Hospital Regional Medical Center,9290 Oak Rd,Atlanta,CA,97309,County C,5490904538,Long Term Care,Government,
19476,Hospital St. Mary Hospital,1650 Elm St,Chicago,TX,53924,County A,2600551917,Rehabilitation,Proprietary,True
19477,Hospital General Clinic,119 Oak Rd,Atlanta,GA,90747,County A,9472374022,Psychiatric,Government,False
19478,Hospital Hope Care Center,6932 Elm St,Philadelphia,PA,75057,County C,4243699579,Critical Access,Church,False
19479,Hospital Regional Medical Center,2076 Cedar Lane,Boston,NY,76462,County B,7884840645,Long Term Care,Church,
19480,Hospital Memorial Health System,1255 Hill Blvd,Philadelphia,IL,18986,County C,9979898466,Acute Care,Non-Profit,
19481,Hospital Mercy Clinic,9978 Hill Blvd,Miami,PA,51399,County E,9700984863,Acute Care,Non-Profit,True
19482,Hospital Regional Care Center,1640 River Rd,Miami,GA,39098,County A,5037784265,Long Term Care,Non-Profit,
19483,Hospital Mercy Health System,2059 Hill Blvd,Seattle,GA,76622,County B,3832923289,Long Term Care,Proprietary,True
19484,Hospital Grace Care Center,7631 River Rd,Chicago,FL,32106,County A,2165145776,Acute Care,Government,
19485,Hospital Grace Hospital,7021 Park Ave,Atlanta,TX,58698,County A,4867504355,Acute Care,Proprietary,False
19486,Hospital Unity Hospital,6912 Main St,Houston,TX,51390,County D,4308756115,Psychiatric,Church,True
19487,Hospital Mercy Hospital,3521 Hill Blvd,Boston,AZ,39460,County E,9132264462,Psychiatric,Government,True
19488,Hospital General Care Center,9654 River Rd,Philadelphia,AZ,43640,County D,2969980434,Acute Care,Tribal,True
19489,Hospital Regional Care Center,2561 Cedar Lane,Chicago,MA,63536,County C,3632458897,Rehabilitation,Tribal,True
19490,Hospital Central Clinic,579 Cedar Lane,Chicago,IL,20581,County C,4605948083,Rehabilitation,Government,True
19491,Hospital St. Mary Health System,8544 Oak Rd,Seattle,MA,92995,County A,5903401624,Critical Access,Tribal,True
19492,Hospital Memorial Care Center,2683 Elm St,Seattle,PA,66469,County B,6577222609,Psychiatric,Church,True
19493,Hospital Grace Medical Center,9378 River Rd,Boston,TX,87409,County C,9727987973,Psychiatric,Church,
19494,Hospital Grace Care Center,6718 Park Ave,Dallas,NY,52715,County C,5682214280,Psychiatric,Proprietary,True
19495,Hospital Mercy Clinic,5127 Park Ave,Miami,WA,14345,County C,3054224638,Long Term Care,Proprietary,True
19496,Hospital Unity Medical Center,276 Cedar Lane,Chicago,MA,16958,County B,5455705100,Psychiatric,Non-Profit,True
19497,Hospital Grace Clinic,6367 Park Ave,Atlanta,IL,54358,County D,8560600393,Rehabilitation,Church,True
19498,Hospital St. Mary Clinic,6139 Oak Rd,Phoenix,CA,42921,County C,5467302002,Acute Care,Tribal,
19499,Hospital Grace Hospital,3212 Oak Rd,Dallas,GA,11604,County C,5252260778,Rehabilitation,Government,True
19500,Hospital Unity Care Center,5627 Elm St,Dallas,AZ,32960,County A,8677895157,Critical Access,Non-Profit,True
19501,Hospital Regional Medical Center,8747 Main St,Philadelphia,TX,54179,County D,7186736660,Acute Care,Non-Profit,False
19502,Hospital Central Medical Center,9064 River Rd,Miami,FL,28320,County D,5228536246,Long Term Care,Government,False
19503,Hospital Unity Care Center,809 Cedar Lane,Dallas,AZ,12296,County C,3853574064,Long Term Care,Proprietary,
19504,Hospital Regional Medical Center,9413 Main St,Dallas,MA,50179,County C,6156370424,Critical Access,Church,True
19505,Hospital Regional Hospital,3233 Main St,Dallas,PA,56675,County D,7944534367,Psychiatric,Government,True
19506,Hospital Memorial Health System,3746 Hill Blvd,Miami,WA,70536,County B,7336498796,Critical Access,Tribal,
19507,Hospital Central Hospital,8007 Park Ave,Los Angeles,TX,86073,County C,5309176459,Critical Access,Tribal,
19508,Hospital General Clinic,1383 Oak Rd,Dallas,WA,46443,County A,4617265734,Long Term Care,Government,True
19509,Hospital Central Medical Center,907 Oak Rd,Seattle,FL,69788,County C,8987758397,Psychiatric,Proprietary,False
19510,Hospital Central Care Center,7780 Lake Dr,Phoenix,FL,96231,County C,9084600245,Acute Care,Government,True
19511,Hospital Grace Medical Center,501 Oak Rd,Philadelphia,GA,47376,County D,4855958300,Psychiatric,Church,False
19512,Hospital Community Clinic,3939 River Rd,Philadelphia,NY,92920,County D,4792222391,Critical Access,Church,False
19513,Hospital Hope Hospital,9492 River Rd,Boston,FL,76226,County D,4113293610,Rehabilitation,Proprietary,False
19514,Hospital General Care Center,1695 Oak Rd,Seattle,IL,21103,County D,2512669512,Critical Access,Tribal,True
19515,Hospital Regional Medical Center,9808 Oak Rd,Phoenix,FL,60604,County B,6302758792,Psychiatric,Proprietary,
19516,Hospital Hope Hospital,676 Elm St,Dallas,MA,41314,County D,9100199075,Rehabilitation,Proprietary,True
19517,Hospital Central Care Center,2597 Oak Rd,Houston,TX,61909,County E,6051738793,Long Term Care,Government,
19518,Hospital Unity Clinic,3327 Main St,Miami,MA,22514,County C,9439204058,Critical Access,Church,
19519,Hospital Hope Medical Center,3453 Lake Dr,Seattle,FL,67351,County C,3542142480,Long Term Care,Non-Profit,
19520,Hospital Mercy Care Center,6189 Oak Rd,Houston,AZ,29821,County A,6225150501,Acute Care,Tribal,False
19521,Hospital Mercy Health System,3746 Lake Dr,Philadelphia,GA,87216,County C,5551490597,Acute Care,Tribal,
19522,Hospital Memorial Clinic,9542 River Rd,Los Angeles,TX,59828,County E,4773324467,Critical Access,Government,False
19523,Hospital Hope Care Center,1207 Park Ave,Miami,IL,75088,County C,3861180318,Long Term Care,Church,
19524,Hospital Mercy Health System,2065 Lake Dr,Boston,AZ,19552,County E,3592906131,Critical Access,Proprietary,True
19525,Hospital Mercy Medical Center,9644 Elm St,Philadelphia,AZ,67764,County E,9384114503,Long Term Care,Government,
19526,Hospital Regional Hospital,7793 Lake Dr,Houston,CA,81615,County E,3244616067,Acute Care,Church,True
19527,Hospital St. Mary Health System,8964 Elm St,Phoenix,MA,43757,County A,4456309927,Rehabilitation,Church,True
19528,Hospital St. Mary Care Center,9956 Oak Rd,Seattle,NY,55885,County C,8840025167,Rehabilitation,Church,
19529,Hospital Memorial Care Center,7292 Elm St,Phoenix,WA,92442,County B,7082110454,Long Term Care,Government,
19530,Hospital Unity Care Center,6490 Elm St,Boston,AZ,45652,County A,4981750908,Psychiatric,Tribal,False
19531,Hospital Community Care Center,8840 Oak Rd,Dallas,MA,88888,County C,8951760094,Critical Access,Non-Profit,
19532,Hospital Community Hospital,4128 Cedar Lane,Los Angeles,PA,37278,County D,7294336715,Long Term Care,Church,False
19533,Hospital Community Care Center,225 Hill Blvd,Philadelphia,CA,91044,County C,5023307723,Critical Access,Government,False
19534,Hospital Central Care Center,3087 Oak Rd,Chicago,MA,49743,County A,4772546043,Long Term Care,Tribal,
19535,Hospital Mercy Care Center,9818 Cedar Lane,Houston,AZ,47612,County A,2947038247,Psychiatric,Tribal,
19536,Hospital General Medical Center,6786 River Rd,Philadelphia,AZ,50474,County E,5694927749,Long Term Care,Non-Profit,True
19537,Hospital Community Health System,1804 Hill Blvd,Dallas,CA,69814,County A,4421739745,Acute Care,Proprietary,True
19538,Hospital Grace Care Center,4289 Hill Blvd,Seattle,MA,72567,County D,3773399642,Rehabilitation,Non-Profit,
19539,Hospital Mercy Clinic,8439 Cedar Lane,Los Angeles,CA,28054,County D,9774770052,Acute Care,Government,
19540,Hospital St. Mary Clinic,5651 Elm St,Atlanta,FL,43754,County B,5055303141,Critical Access,Proprietary,True
19541,Hospital General Health System,4536 Lake Dr,Los Angeles,PA,41214,County C,8778324971,Psychiatric,Proprietary,
19542,Hospital Regional Hospital,487 Cedar Lane,Miami,IL,36681,County A,7869406472,Psychiatric,Government,False
19543,Hospital Mercy Clinic,2643 Main St,Atlanta,AZ,54731,County C,6250916077,Acute Care,Proprietary,True
19544,Hospital Grace Clinic,6360 Park Ave,Houston,CA,45714,County C,2737509296,Critical Access,Church,True
